P100ID01,WST_2007,WST_2009
726702,4.444444444,3.444444444
726802,3.666666667,3.333333333
726902,4,3
727002,4.111111111,3.777777778
727102,2.333333333,3.222222222
727202,3.222222222,2.555555556
727302,5,3.666666667
727402,5,3.111111111
727502,3,4.666666667
727602,3.222222222,3.111111111
727802,3.111111111,3.111111111
727901,3.222222222,4
728002,3,3
728202,4,1.777777778
728302,3.444444444,3.111111111
728401,3.555555556,3.888888889
728502,3.111111111,3.111111111
728601,3.555555556,3.111111111
728702,3.444444444,3
728902,2.888888889,2.777777778
729002,3.111111111,2.333333333
729302,3.222222222,2.888888889
729402,2.666666667,2.888888889
729502,3,3.111111111
729602,3.111111111,3.222222222
729702,3.111111111,3.222222222
729801,3.111111111,3.111111111
729901,3.111111111,2.777777778
730001,3.111111111,3.111111111
730102,3.222222222,3.111111111
730202,3.111111111,3.333333333
730302,3.555555556,3
730402,3.222222222,3.111111111
730502,3.222222222,3.222222222
730602,3.333333333,3.111111111
730702,3,3.333333333
730802,3,3
730902,3.222222222,3.111111111
731302,2,2.777777778
731402,2.444444444,3
731502,3,3
731602,3.222222222,3.333333333
732002,3,2.888888889
732102,3.111111111,3.111111111
732302,3.111111111,2.555555556
732402,2.444444444,2.444444444
732502,3.222222222,3.222222222
732602,2.888888889,3.111111111
733102,2.888888889,2.666666667
733302,3.222222222,3.333333333
733401,3,3.222222222
733502,3.444444444,3.444444444
733601,3.333333333,3.111111111
733702,3.777777778,3.222222222
733802,3.333333333,3.333333333
733902,3.111111111,3.555555556
734002,3.222222222,3.333333333
734102,3.222222222,2.555555556
734202,3.444444444,3.333333333
734302,3.222222222,3.444444444
734402,3.111111111,3.444444444
734702,3,3.111111111
734802,2.666666667,2.666666667
734902,1.666666667,1.888888889
735002,2.111111111,2.111111111
735101,3.777777778,3.333333333
735202,3.555555556,3.111111111
735401,4.333333333,3
735502,3.777777778,3.222222222
735602,3,3.222222222
735702,3.111111111,3
735802,3.222222222,3
735902,3.222222222,3.222222222
736002,3.222222222,3
736102,3.222222222,3
736302,3.444444444,3
736402,3.777777778,2.555555556
736502,3.111111111,2.777777778
736602,3.444444444,3.222222222
736702,3,3
736801,3.333333333,2.333333333
736902,3.111111111,2
737202,3.111111111,3.444444444
737302,3,3
737402,3.333333333,3
737502,3.111111111,2.444444444
737801,3,3.444444444
738002,3,3
738101,2.777777778,3.111111111
738202,3.111111111,3
738302,3.555555556,3.333333333
738402,2.888888889,2.666666667
738502,3.333333333,3.222222222
738902,3,3
739001,3.555555556,3
739102,3,3
739202,2.888888889,3.111111111
739302,3,3
739402,1.888888889,3
739502,3.111111111,3.111111111
739602,3,3
739702,3,3
739802,3.111111111,3
739902,2.666666667,3
740002,3.111111111,3
740101,2.888888889,3
740202,3.222222222,3.111111111
740302,3,3
740402,3.111111111,3.111111111
740602,3.222222222,3.111111111
740902,3.111111111,3
741002,3.333333333,3
741102,3.555555556,3
741302,2.777777778,3
741402,3.111111111,3
741502,3,3
741602,3.444444444,3
741702,3.111111111,3
741802,2.888888889,3
741902,3,3
742002,3.555555556,2.222222222
742102,3.444444444,3
742202,3,3
742302,3.111111111,3
742402,3.777777778,3
742502,3,3
742602,3.555555556,3
742702,3,3
742801,3.444444444,3.222222222
742901,3.333333333,3
743002,3,3
743101,3.555555556,3
743202,3.111111111,3
743302,3,3
743402,3.111111111,3.222222222
743502,3.111111111,3
743602,3.555555556,3.111111111
744002,3.222222222,3
744003,3,3
744102,2.222222222,3
744202,3.222222222,3
744702,3.222222222,2.888888889
744902,3.222222222,3.111111111
745002,3,3
745102,3.555555556,3.111111111
745202,3.333333333,3
745601,3.333333333,3
745701,3.111111111,3
745802,3.111111111,3.333333333
746002,3.444444444,3.222222222
746102,3,3
746202,2.888888889,2.888888889
746302,3.222222222,2.888888889
746402,2.777777778,3.333333333
746502,3,3.444444444
746601,3.111111111,3
746702,3.222222222,3.111111111
747002,3.111111111,3.555555556
747102,3.444444444,3.333333333
747202,2.555555556,3
747402,3.111111111,3.444444444
747502,3.111111111,3.444444444
747602,3.666666667,3.333333333
747702,3.111111111,3.111111111
747802,3.333333333,2.333333333
747902,3.777777778,3.555555556
748102,3.222222222,3.111111111
748202,3.333333333,3
748302,3,3
748402,3,3
748502,3,2.555555556
748601,3.444444444,3
748702,3,2.888888889
748802,3.333333333,3.555555556
748902,2.888888889,3.111111111
749002,3.222222222,3.222222222
749302,3,3.111111111
749401,3.333333333,3
749602,3,3.111111111
749701,3,3.111111111
749802,3,3.111111111
750002,3.333333333,3
750302,3,3
750502,3.333333333,3.222222222
750602,2.777777778,3
750702,3.111111111,3.111111111
750802,3.555555556,2.777777778
750902,3.111111111,3
751001,3,3
751301,3,3.222222222
751402,2.888888889,3
751502,2.777777778,2.333333333
751601,3.111111111,3
751702,3.333333333,3
751801,3.111111111,3
751901,3,3
752002,3.111111111,3
752702,2.888888889,3.444444444
752901,3,2.666666667
753902,2.111111111,2
754102,1.777777778,2.777777778
754302,4,3.666666667
754402,3.777777778,5
754502,3.222222222,4
754602,3.222222222,4
754803,2.777777778,3.222222222
756002,2,3.333333333
756302,2.111111111,2
756402,3,2
756501,4,4
756602,4,4
756901,2.111111111,2.555555556
757602,4,4
757702,2,3.444444444
758002,3,2.444444444
759002,2,1.444444444
759202,3.333333333,3.888888889
759802,2.555555556,4
760102,3.111111111,3.666666667
760201,3,2.888888889
761202,2.666666667,2.555555556
761302,3.111111111,3.111111111
761402,3.111111111,3.333333333
761502,3.555555556,2.777777778
761702,3.444444444,3
761802,3,3.444444444
761902,3,2.555555556
762002,3,4.666666667
762004,2.555555556,2.777777778
762102,3,2
762202,1.555555556,2.777777778
762502,3.555555556,3
762702,3.444444444,2.555555556
762802,4,3.444444444
763102,3.444444444,3.666666667
763201,4.888888889,3.444444444
763302,3.444444444,3.444444444
763401,4.777777778,3.777777778
763501,3.111111111,3.111111111
763802,2.444444444,2.222222222
763902,2.222222222,2.111111111
764002,3,2.666666667
764302,3.777777778,3.555555556
764402,4,4.111111111
764502,4,3
764602,2.888888889,2.888888889
764702,3.222222222,2.666666667
764802,3,3.666666667
764902,4,3.333333333
765002,4,4
765102,4,3.333333333
765202,4,3.444444444
765302,3.444444444,2.888888889
765402,3.666666667,3
765602,4,3.333333333
765702,3.666666667,2.111111111
765802,4,3.333333333
765902,3.666666667,4
766001,4,2.888888889
766102,4,4
766202,4,3.777777778
766602,4.666666667,3.777777778
766701,3.777777778,3.111111111
766802,3.888888889,2
766901,3.222222222,3
767002,3.666666667,3
767003,3.777777778,2.777777778
767102,3.666666667,2.777777778
767202,3.444444444,3.111111111
767302,3.444444444,3.333333333
767402,3.444444444,3.555555556
767502,3.666666667,3.333333333
767602,3.333333333,3.111111111
767702,3.333333333,3.222222222
767902,3.111111111,2.555555556
768102,3.888888889,2.222222222
768202,3.333333333,3.777777778
768502,2,2
768602,2.555555556,2
768802,4,2.111111111
768902,1.777777778,2.555555556
769702,3.333333333,2.888888889
769802,3.444444444,3.222222222
769902,3,3
770002,5,2.111111111
770102,4,3.555555556
770202,5,3.333333333
770302,4,3.111111111
770401,5,3.333333333
770502,4.444444444,3.111111111
770702,3.666666667,3.222222222
770802,4.222222222,3.333333333
770901,4.333333333,3.444444444
771502,5,2.888888889
771602,5,3.555555556
771802,4,2.111111111
771902,4,3
772102,2.666666667,2.777777778
773302,2.777777778,2
774002,1,3
774402,4.555555556,3.333333333
774902,3.111111111,1
776002,3.111111111,3.222222222
776102,2,2.888888889
776901,3,3.444444444
777202,3.666666667,3.666666667
777302,3.666666667,3.333333333
777402,3,3.555555556
777702,3,3.111111111
777902,3.666666667,3.111111111
778502,2.777777778,2.222222222
778702,3.333333333,2
778801,3,3.555555556
778902,3.333333333,3.333333333
779002,2.333333333,2.888888889
779102,3.222222222,3.222222222
779201,3.555555556,4
779902,3.333333333,3.777777778
780602,3.222222222,3
780901,2.777777778,3.222222222
782702,2.111111111,2
783202,3.777777778,3.555555556
784102,3.222222222,3.333333333
784302,2.444444444,3
784702,3,3.111111111
785302,3,3.111111111
785401,4,3.111111111
785502,3,2.777777778
785602,3,3.111111111
785702,4,3.111111111
785802,3,2
785902,3.777777778,2.222222222
786502,3.666666667,3.555555556
786701,3.333333333,3.555555556
786802,3.222222222,3.222222222
787102,3.111111111,3.555555556
787302,4,3
787402,2.888888889,2
787501,4,3
787602,2.888888889,2.333333333
787702,3.444444444,3
787802,3,3
787902,3,3.111111111
788702,4,3
788802,4,4
789001,3,2.111111111
789502,3,3
789602,3,3.333333333
790302,2,2.333333333
790502,3.666666667,4.222222222
790802,3,2.222222222
791202,3.222222222,4
791302,3.555555556,3
791402,3.666666667,3
791501,3.111111111,4
791802,3.888888889,4
791902,3.777777778,4
792002,3.222222222,4
792102,3.333333333,4
792202,3.777777778,4
792302,3.888888889,4
792402,3.222222222,2.666666667
792502,3.555555556,4
792602,2.777777778,3.222222222
792702,3.333333333,3
792801,3.111111111,3.444444444
793302,3.222222222,4
793502,3.222222222,3.111111111
794002,1,1
794502,2,2.111111111
794602,3.111111111,3
794701,3.444444444,3
795002,3.888888889,3.222222222
795102,3.555555556,4
795302,3.444444444,4
795402,3.333333333,4
795502,3.222222222,4
795902,4.333333333,3.333333333
796002,4.555555556,5
796502,2.888888889,2.888888889
797202,1.444444444,2.111111111
797902,2.777777778,3
798504,2.888888889,3
799402,3.222222222,3.222222222
799502,3.666666667,3.444444444
799602,3.222222222,3.555555556
799702,3.666666667,3.888888889
799802,3.111111111,3.333333333
799901,3.555555556,4.111111111
800102,3.333333333,3
800302,3.333333333,3.777777778
800402,2.888888889,4
801002,2.555555556,3.333333333
802902,3,3.222222222
803002,3.111111111,3.222222222
803102,3.222222222,3.222222222
803202,3.111111111,3.333333333
803402,3.111111111,3.111111111
803901,2.444444444,2.333333333
804001,3,3.444444444
804102,3,3
804202,3.222222222,3
804302,2.888888889,3.555555556
804402,2.888888889,3.333333333
804601,3.333333333,3
804702,3,3
804902,3,2.666666667
805002,3,2.444444444
805102,3.444444444,2.777777778
805202,2.888888889,2.888888889
805301,3.888888889,3
805402,3,3.444444444
805502,3,3.444444444
806001,3.333333333,2.888888889
806102,3.111111111,3.333333333
806202,3.333333333,3.444444444
806302,3.777777778,3.111111111
806402,3.111111111,3.222222222
807003,3.777777778,3.111111111
807102,3.777777778,3.888888889
807202,3.666666667,3.555555556
807302,3.444444444,3.777777778
807402,2.222222222,2.555555556
807502,3.111111111,2.777777778
807702,3,3.222222222
807802,3,3.888888889
807901,3.666666667,3.222222222
808102,3.333333333,3.777777778
808402,3.555555556,3.111111111
808702,3,2.888888889
809002,1.555555556,2.111111111
809102,3,3.222222222
809202,3,3.222222222
809402,3,3.222222222
809502,3,3.333333333
809602,3,3.111111111
809702,3,3.111111111
809802,3,3.111111111
809902,3,2
810001,3,3.111111111
810102,4,2.777777778
810202,3.555555556,2.888888889
810302,4,3.111111111
810402,3,3.222222222
810602,2,3
810702,3,3.111111111
810802,3,3.222222222
810902,2.888888889,3
811002,3,3.333333333
811101,3,3.222222222
811202,3,3.333333333
811302,3,3
811401,3,3.222222222
811502,3,2.777777778
811602,3,2
811702,3,3
811902,3.555555556,2.555555556
812002,3.666666667,3.333333333
812102,3.666666667,3
812202,3,3
812402,2.444444444,2.111111111
812602,3.444444444,3.111111111
813002,2.777777778,2.555555556
813402,3.666666667,3.444444444
813502,3.333333333,3
813602,3.666666667,3
813901,2.777777778,2.555555556
814002,3.111111111,2.555555556
814202,3.444444444,3.555555556
815202,2.555555556,2
815302,2,2
815901,2.888888889,3.111111111
816503,2.333333333,2
816702,3,3
817102,2.666666667,3.111111111
817802,2.222222222,2.222222222
817901,4,3.333333333
818002,2.666666667,2.555555556
818101,3.222222222,3.888888889
819002,3.222222222,2.888888889
819503,2.111111111,3.222222222
820802,3.333333333,3.444444444
820803,3,3.222222222
821302,1,2.888888889
821901,2.888888889,2.777777778
822404,2.777777778,3.111111111
823203,3.111111111,3.111111111
823302,1.777777778,3.333333333
823503,2.666666667,2.666666667
823602,3.333333333,3.444444444
824501,2.444444444,3.222222222
825202,2.555555556,2.444444444
825703,2.888888889,2.222222222
826102,2.333333333,3.111111111
826302,3,2.444444444
826902,3.555555556,3.444444444
827701,3.222222222,3.444444444
828802,2.111111111,3.222222222
828902,2.666666667,2.666666667
829001,3.333333333,3.777777778
829102,3.333333333,3.888888889
829502,2.111111111,3.555555556
829802,3.444444444,3.444444444
830202,3.555555556,3.222222222
830302,3.666666667,3.444444444
830501,2.111111111,3
830702,3.777777778,3.222222222
830802,4.111111111,3.222222222
830902,3.777777778,3.333333333
831002,3.666666667,3.555555556
831102,5,3.222222222
831202,4.333333333,3.111111111
831302,5,3.777777778
831403,3.888888889,3.111111111
831502,3.777777778,3.111111111
831602,4.555555556,3
831902,3.777777778,2.444444444
832002,3.777777778,3
832703,2.444444444,4
833401,5,3.777777778
833802,3.777777778,2.888888889
834202,3.666666667,4
834302,3.777777778,3.222222222
834402,2.444444444,3
834702,2.333333333,2.222222222
834802,5,3
835202,2,2.555555556
835402,2.444444444,2.666666667
835502,3.777777778,2.555555556
835702,2.888888889,3
836302,4.222222222,3.444444444
836602,3,2.666666667
836702,3.444444444,3
837002,2,2.222222222
837302,3,3
837502,2,2
837902,2.555555556,3.111111111
838402,3.444444444,3.555555556
838502,5,3.777777778
838902,2.777777778,3.222222222
839301,3.555555556,3.777777778
840402,1.333333333,2
841102,3,3.111111111
841301,3.222222222,3.666666667
842702,3.777777778,3.777777778
843602,3,2.888888889
843702,3,3.666666667
844002,3,3.666666667
845002,2.888888889,2.777777778
845302,3.777777778,3.111111111
845501,3.444444444,3
845602,3.555555556,2.333333333
846002,2.666666667,2
846701,3.555555556,3.222222222
846802,3.333333333,3.555555556
847002,2.888888889,3.222222222
847102,2.444444444,2.222222222
847302,2.555555556,3
847602,3.111111111,3.222222222
847702,3.222222222,2.666666667
847703,3.111111111,2.555555556
847802,2.111111111,2.333333333
847902,3.222222222,2.444444444
848001,3.333333333,2.222222222
848502,2.222222222,2.444444444
848602,4.111111111,3.222222222
848702,2.888888889,3.222222222
848902,2.888888889,3
849002,2.777777778,3
849401,3,3
849502,2.777777778,3
850802,3.333333333,3
851202,3.666666667,3
851302,3.666666667,4
851702,4,3
851902,3.555555556,2.777777778
852002,3.555555556,3
852202,3.333333333,2.333333333
852502,2.777777778,3.777777778
853002,2.333333333,3
853302,3.666666667,4
853402,2.666666667,2.222222222
853602,2.666666667,2
853902,2.666666667,2.555555556
854102,3.444444444,3
854602,2.111111111,1.333333333
855002,3.111111111,3
855302,2.777777778,3.444444444
855502,3,2.555555556
856302,2.555555556,1.888888889
856702,2.111111111,3
857104,3.888888889,3.444444444
857302,3.777777778,3.444444444
857402,3.666666667,3.555555556
857501,4,3.444444444
858101,3.111111111,3
858202,3,3
858602,3,2.888888889
859103,3.555555556,3.111111111
859202,3.111111111,3.111111111
859302,3,2.888888889
859402,3.111111111,3
859502,3.111111111,3
859902,3.333333333,3
860602,3,3.111111111
861301,3,3
861902,2.888888889,3
862101,3,3
862202,1,3
862302,3,3
862402,1,3
863402,2.666666667,3
863703,2.111111111,3
863802,3,3
864301,2.333333333,3
864602,3,3
864802,1,3
865302,3,2
866402,3.222222222,3.444444444
866502,3,2.888888889
866602,3.444444444,3.444444444
866702,2.444444444,3.444444444
866802,3.555555556,3.666666667
866901,3,2.888888889
867002,3.444444444,3
867401,3.444444444,3.111111111
867502,1.333333333,2.111111111
867701,2.888888889,2.888888889
867901,2.777777778,3.222222222
868001,4,3.777777778
868101,2.666666667,3.333333333
868802,2.666666667,3.111111111
869002,3.111111111,3.555555556
869102,3.888888889,3.333333333
869202,3.555555556,2.888888889
869303,2.888888889,3.222222222
869304,3.444444444,2.888888889
869402,3.777777778,3
870201,1.444444444,2
870302,3.777777778,3
870502,3.111111111,3.555555556
870602,2,2.444444444
870702,4.777777778,3
870802,4,3.111111111
870901,4.666666667,3
870902,2,2.555555556
871002,3.222222222,3.111111111
871202,1.222222222,2.222222222
871502,4,3.222222222
871602,3.555555556,2.555555556
871702,3.777777778,2.666666667
871801,4,3.333333333
871902,4,3.333333333
872002,3.666666667,3.666666667
872102,4,4.555555556
872202,4,3.888888889
872302,4,3.888888889
872402,4,3.666666667
872502,4,3.555555556
872602,4,3.666666667
872701,4,3.444444444
872802,3,3.222222222
872902,4,3.555555556
873002,3.111111111,3.333333333
873102,3.333333333,3.777777778
873202,3.555555556,3.777777778
873302,2.888888889,3.333333333
873602,2.666666667,2.111111111
873802,3.222222222,3.111111111
873902,3.555555556,3.444444444
874002,2.666666667,2.333333333
874302,3.222222222,2.888888889
874503,3.222222222,2.888888889
874702,3,3.333333333
874802,2.888888889,3
874902,4.777777778,3.555555556
875002,4.222222222,2.888888889
875102,4.777777778,3.444444444
875104,3.333333333,2.777777778
875202,4.888888889,2.888888889
875203,4.777777778,3
875302,4,2
875502,2.555555556,2.555555556
876003,3.111111111,4.111111111
876601,3.222222222,3
877002,3.555555556,2.555555556
877102,3.333333333,2.444444444
877202,3,2.444444444
877302,3.111111111,2.111111111
877402,2.777777778,2.777777778
877502,3.444444444,2.444444444
877602,2.444444444,3
877702,3.222222222,2.444444444
877802,3.111111111,2
877803,2.666666667,3
877902,3.222222222,2.666666667
878003,2,1.666666667
878102,2.888888889,3.777777778
878202,2.333333333,2.888888889
878402,4.111111111,3
878502,5,3.333333333
878602,4.666666667,3.222222222
878702,3.666666667,2.888888889
878801,4.444444444,3
878902,3.666666667,2.777777778
879002,3.222222222,3
879102,3.333333333,3.777777778
879202,2.666666667,3
879302,3.777777778,3.666666667
879502,3.555555556,3
879505,3,2
879602,4,3
880002,4.333333333,3
880102,3.111111111,3.888888889
880202,3.777777778,3.444444444
880302,3.777777778,2
880401,2,2.555555556
880802,3,2.222222222
880803,3,2.222222222
881002,3,3
881502,3.222222222,3.111111111
881602,2,2.444444444
881802,3,2
882102,2,1.444444444
882201,3,2.666666667
882304,2,1.666666667
882901,3,4
883102,4,2.222222222
883201,4,3
883901,3,3
884001,2,2
884302,1,2.333333333
884402,3,3
884403,3,3
884502,3,2
884602,3,3
885102,3,2
886102,3,2.777777778
886301,4,3
886401,4,3.111111111
886501,3,2.888888889
886802,2.222222222,3
887502,2,1.111111111
887602,4,2
888102,3.777777778,1.333333333
888202,1.777777778,1.222222222
888404,3,1.777777778
888602,4,4
888902,2.888888889,2.111111111
889202,3.111111111,4
890102,3,3.111111111
890302,3.444444444,3.666666667
890402,3,3.111111111
890502,3,3.444444444
890802,3,3
891102,3,3
891702,3.555555556,2
891801,4,2.111111111
891902,3,2.888888889
892002,3,2.333333333
892401,3,3
893401,3.222222222,3.111111111
894104,2,1.555555556
894501,2,1.777777778
894701,1.222222222,1.222222222
894802,2,1.111111111
894902,1,1.666666667
895002,2,2.222222222
895202,2.777777778,2.555555556
895302,4,2.777777778
895401,4,3
895602,2,2
895801,3,2.444444444
896802,3.555555556,4
897701,3,2.666666667
897901,3.333333333,2.888888889
898101,1.333333333,1.111111111
898601,1.555555556,1
898701,2,1.888888889
899103,2,2
899303,3,3
899402,3.555555556,3.444444444
899602,3.666666667,2.888888889
899702,4,3.222222222
900102,4,3.333333333
900201,2,2.111111111
900302,2,2.555555556
900501,2,2.888888889
900902,2,1.888888889
901402,2,2.777777778
901501,2,1.888888889
901602,2.888888889,2
901901,1.111111111,1.111111111
902001,2.888888889,2
902201,3,2.222222222
902402,2.888888889,2
902502,2.333333333,1.333333333
902802,4,2.222222222
903101,3,1.222222222
903202,2.333333333,3
903402,4,2.555555556
903501,3.111111111,3
903702,3,3
903801,3,3
904102,3.222222222,3
904501,2.777777778,1
904802,4,4
905002,2,4
905102,3.555555556,3
905202,3,3.444444444
905402,3,2.777777778
905502,3,3
905602,3.111111111,3
905702,3.111111111,2.444444444
905802,3,3.777777778
906101,3,3
906302,3,2.555555556
906502,3,3
906602,3,3.111111111
906702,4,3
